"LEGACY_NODE_ID","LEGACY_LEVEL","LEGACY_PARENT_ID","LEGACY_PATH","LEGACY_NAME","LEGACY_SLUG","CURRENT_STATUS","TARGET_L1","TARGET_L2","TARGET_L3","TARGET_L4","TARGET_STATE","RECONCILIATION_ACTION","CONFIDENCE","OWNER_DECISION_REQUIRED","POLICY_FLAG","ALIAS_REQUIRED","SUCCESSOR_COUNT","NOTES"
"motosiklet-yedek-parcasi","3","motosiklet-ekipmani-parcasi","Otomotiv & Motosiklet > Motosiklet Ekipmanı & Parçası > Motosiklet Yedek Parçası","Motosiklet Yedek Parçası","motosiklet-yedek-parcasi","active","Otomotiv & Motosiklet","Motosiklet Yedek Parçaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical|compatibility_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"motosiklet-lastigi-bakim-urunu","3","motosiklet-ekipmani-parcasi","Otomotiv & Motosiklet > Motosiklet Ekipmanı & Parçası > Motosiklet Lastiği & Bakım Ürünü","Motosiklet Lastiği & Bakım Ürünü","motosiklet-lastigi-bakim-urunu","active","Otomotiv & Motosiklet","Motosiklet Yedek Parçaları","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical|hazmat_review|compatibility_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"kisisel-bakim-kozmetik","1","","Kişisel Bakım & Kozmetik","Kişisel Bakım & Kozmetik","kisisel-bakim-kozmetik","active","Kozmetik & Kişisel Bakım","","","","CANONICAL_FINAL","RENAME","HIGH","NO","","YES","1",""
"cilt-bakimi","2","kisisel-bakim-kozmetik","Kişisel Bakım & Kozmetik > Cilt Bakımı","Cilt Bakımı","cilt-bakimi","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Cilt Bakımı | Güneş Bakımı"
"yuz-temizleyici","3","cilt-bakimi","Kişisel Bakım & Kozmetik > Cilt Bakımı > Yüz Temizleyici","Yüz Temizleyici","yuz-temizleyici","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Cilt Bakımı | Güneş Bakımı"
"nemlendirici-serum","3","cilt-bakimi","Kişisel Bakım & Kozmetik > Cilt Bakımı > Nemlendirici & Serum","Nemlendirici & Serum","nemlendirici-serum","active","Kozmetik & Kişisel Bakım","Cilt Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"gunes-koruyucu","3","cilt-bakimi","Kişisel Bakım & Kozmetik > Cilt Bakımı > Güneş Koruyucu","Güneş Koruyucu","gunes-koruyucu","active","Kozmetik & Kişisel Bakım","Güneş Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"maske-peeling","3","cilt-bakimi","Kişisel Bakım & Kozmetik > Cilt Bakımı > Maske & Peeling","Maske & Peeling","maske-peeling","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Cilt Bakımı | Güneş Bakımı"
"goz-dudak-bakimi","3","cilt-bakimi","Kişisel Bakım & Kozmetik > Cilt Bakımı > Göz & Dudak Bakımı","Göz & Dudak Bakımı","goz-dudak-bakimi","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Cilt Bakımı | Güneş Bakımı"
"makyaj","2","kisisel-bakim-kozmetik","Kişisel Bakım & Kozmetik > Makyaj","Makyaj","makyaj","active","Kozmetik & Kişisel Bakım","Makyaj","","","PROVISIONAL_PROPOSAL","KEEP","MEDIUM","YES","","NO","1","Target is an unapproved L2 proposal; action becomes executable only after owner finalization."
"ten-makyaji","3","makyaj","Kişisel Bakım & Kozmetik > Makyaj > Ten Makyajı","Ten Makyajı","ten-makyaji","active","Kozmetik & Kişisel Bakım","Makyaj","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"goz-makyaji","3","makyaj","Kişisel Bakım & Kozmetik > Makyaj > Göz Makyajı","Göz Makyajı","goz-makyaji","active","Kozmetik & Kişisel Bakım","Makyaj","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"dudak-makyaji","3","makyaj","Kişisel Bakım & Kozmetik > Makyaj > Dudak Makyajı","Dudak Makyajı","dudak-makyaji","active","Kozmetik & Kişisel Bakım","Makyaj","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"tirnak-urunu","3","makyaj","Kişisel Bakım & Kozmetik > Makyaj > Tırnak Ürünü","Tırnak Ürünü","tirnak-urunu","active","Kozmetik & Kişisel Bakım","Makyaj","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"makyaj-fircasi-sungeri","3","makyaj","Kişisel Bakım & Kozmetik > Makyaj > Makyaj Fırçası & Süngeri","Makyaj Fırçası & Süngeri","makyaj-fircasi-sungeri","active","Kozmetik & Kişisel Bakım","Makyaj","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sac-bakimi-sekillendirme","2","kisisel-bakim-kozmetik","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme","Saç Bakımı & Şekillendirme","sac-bakimi-sekillendirme","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","KEEP","MEDIUM","YES","","NO","1","Target is an unapproved L2 proposal; action becomes executable only after owner finalization."
"sampuan","3","sac-bakimi-sekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Şampuan","Şampuan","sampuan","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sac-kremi-maske","3","sac-bakimi-sekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Kremi & Maske","Saç Kremi & Maske","sac-kremi-maske","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sac-boyasi-acici","3","sac-bakimi-sekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Boyası & Açıcı","Saç Boyası & Açıcı","sac-boyasi-acici","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","hazmat_review|claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"sac-sekillendirici-urun","3","sac-bakimi-sekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Şekillendirici Ürün","Saç Şekillendirici Ürün","sac-sekillendirici-urun","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","hazmat_review","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"tarak-firca-sac-gereci","3","sac-bakimi-sekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Tarak, Fırça & Saç Gereci","Tarak, Fırça & Saç Gereci","tarak-firca-sac-gereci","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"sac-kurutma-sekillendirme-cihazi","3","sac-bakimi-sekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Kurutma & Şekillendirme Cihazı","Saç Kurutma & Şekillendirme Cihazı","sac-kurutma-sekillendirme-cihazi","active","Kozmetik & Kişisel Bakım","Saç Bakımı & Şekillendirme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"banyo-vucut-hijyen","2","kisisel-bakim-kozmetik","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen","Banyo, Vücut & Hijyen","banyo-vucut-hijyen","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","3","Provisional L2 candidates: Banyo & Vücut Bakımı | Ağız & Diş Bakımı | Kişisel Hijyen"
"sabun-dus-urunu","3","banyo-vucut-hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Sabun & Duş Ürünü","Sabun & Duş Ürünü","sabun-dus-urunu","active","Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"deodorant-ter-onleyici","3","banyo-vucut-hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Deodorant & Ter Önleyici","Deodorant & Ter Önleyici","deodorant-ter-onleyici","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","hazmat_review","NO","0","Provisional L2 candidates: Banyo & Vücut Bakımı | Ağız & Diş Bakımı | Kişisel Hijyen Policy/risk gate remains independent of taxonomy placement."
"vucut-bakimi","3","banyo-vucut-hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Vücut Bakımı","Vücut Bakımı","vucut-bakimi","active","Kozmetik & Kişisel Bakım","Banyo & Vücut Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"agiz-bakimi","3","banyo-vucut-hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Ağız Bakımı","Ağız Bakımı","agiz-bakimi","active","Kozmetik & Kişisel Bakım","Ağız & Diş Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"kadin-hijyen-urunu","3","banyo-vucut-hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Kadın Hijyen Ürünü","Kadın Hijyen Ürünü","kadin-hijyen-urunu","active","Kozmetik & Kişisel Bakım","Kişisel Hijyen","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"pamuk-mendil-bakim-sarfi","3","banyo-vucut-hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Pamuk, Mendil & Bakım Sarfı","Pamuk, Mendil & Bakım Sarfı","pamuk-mendil-bakim-sarfi","active","Kozmetik & Kişisel Bakım","Kişisel Hijyen","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"parfum-tiras-el-ayak-bakimi","2","kisisel-bakim-kozmetik","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı","Parfüm, Tıraş & El-Ayak Bakımı","parfum-tiras-el-ayak-bakimi","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","4","Provisional L2 candidates: Parfüm & Deodorant | El, Ayak & Tırnak Bakımı | Tıraş, Ağda & Epilasyon | Kozmetik & Bakım Aksesuarları"
"parfum","3","parfum-tiras-el-ayak-bakimi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Parfüm","Parfüm","parfum","active","Kozmetik & Kişisel Bakım","Parfüm & Deodorant","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","hazmat_review","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"kolonya-vucut-spreyi","3","parfum-tiras-el-ayak-bakimi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Kolonya & Vücut Spreyi","Kolonya & Vücut Spreyi","kolonya-vucut-spreyi","active","Kozmetik & Kişisel Bakım","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","hazmat_review","NO","0","Provisional L2 candidates: Parfüm & Deodorant | El, Ayak & Tırnak Bakımı | Tıraş, Ağda & Epilasyon | Kozmetik & Bakım Aksesuarları Policy/risk gate remains independent of taxonomy placement."
"tiras-urunu","3","parfum-tiras-el-ayak-bakimi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Tıraş Ürünü","Tıraş Ürünü","tiras-urunu","active","Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"agda-tuy-alma-urunu","3","parfum-tiras-el-ayak-bakimi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Ağda & Tüy Alma Ürünü","Ağda & Tüy Alma Ürünü","agda-tuy-alma-urunu","active","Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"manikur-pedikur-gereci","3","parfum-tiras-el-ayak-bakimi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Manikür & Pedikür Gereci","Manikür & Pedikür Gereci","manikur-pedikur-gereci","active","Kozmetik & Kişisel Bakım","El, Ayak & Tırnak Bakımı","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"tiras-epilasyon-cihazi","3","parfum-tiras-el-ayak-bakimi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Tıraş & Epilasyon Cihazı","Tıraş & Epilasyon Cihazı","tiras-epilasyon-cihazi","active","Kozmetik & Kişisel Bakım","Tıraş, Ağda & Epilasyon","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bebek-cocuk","1","","Bebek & Çocuk","Bebek & Çocuk","bebek-cocuk","active","Anne & Bebek","","","","CANONICAL_FINAL","RENAME","HIGH","NO","","YES","1",""
"bebek-bezi-bakim","2","bebek-cocuk","Bebek & Çocuk > Bebek Bezi & Bakım","Bebek Bezi & Bakım","bebek-bezi-bakim","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Bebek Bezi & Alt Bakım | Bebek Banyo, Bakım & Hijyen"
"bebek-bezi","3","bebek-bezi-bakim","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Bezi","Bebek Bezi","bebek-bezi","active","Anne & Bebek","Bebek Bezi & Alt Bakım","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bebek-islak-mendili","3","bebek-bezi-bakim","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Islak Mendili","Bebek Islak Mendili","bebek-islak-mendili","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Bebek Bezi & Alt Bakım | Bebek Banyo, Bakım & Hijyen"
"bebek-cilt-bakimi","3","bebek-bezi-bakim","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Cilt Bakımı","Bebek Cilt Bakımı","bebek-cilt-bakimi","active","Anne & Bebek","Bebek Banyo, Bakım & Hijyen","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-banyo-urunu","3","bebek-bezi-bakim","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Banyo Ürünü","Bebek Banyo Ürünü","bebek-banyo-urunu","active","Anne & Bebek","Bebek Banyo, Bakım & Hijyen","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"alt-degistirme-bakim-gereci","3","bebek-bezi-bakim","Bebek & Çocuk > Bebek Bezi & Bakım > Alt Değiştirme & Bakım Gereci","Alt Değiştirme & Bakım Gereci","alt-degistirme-bakim-gereci","active","Anne & Bebek","Bebek Banyo, Bakım & Hijyen","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bebek-beslenme","2","bebek-cocuk","Bebek & Çocuk > Bebek Beslenme","Bebek Beslenme","bebek-beslenme","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Bebek Beslenme | Emzirme & Anne Sütü Ürünleri"
"biberon-biberon-aksesuari","3","bebek-beslenme","Bebek & Çocuk > Bebek Beslenme > Biberon & Biberon Aksesuarı","Biberon & Biberon Aksesuarı","biberon-biberon-aksesuari","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","age_sensitive|safety_critical","NO","0","Provisional L2 candidates: Bebek Beslenme | Emzirme & Anne Sütü Ürünleri Policy/risk gate remains independent of taxonomy placement."
"mama-sandalyesi","3","bebek-beslenme","Bebek & Çocuk > Bebek Beslenme > Mama Sandalyesi","Mama Sandalyesi","mama-sandalyesi","active","Anne & Bebek","Bebek Beslenme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-tabak-kasik-suluk","3","bebek-beslenme","Bebek & Çocuk > Bebek Beslenme > Bebek Tabak, Kaşık & Suluk","Bebek Tabak, Kaşık & Suluk","bebek-tabak-kasik-suluk","active","Anne & Bebek","Bebek Beslenme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"gogus-pompasi-emzirme-urunu","3","bebek-beslenme","Bebek & Çocuk > Bebek Beslenme > Göğüs Pompası & Emzirme Ürünü","Göğüs Pompası & Emzirme Ürünü","gogus-pompasi-emzirme-urunu","active","Anne & Bebek","Emzirme & Anne Sütü Ürünleri","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"bebek-mamasi-ek-gida","3","bebek-beslenme","Bebek & Çocuk > Bebek Beslenme > Bebek Maması & Ek Gıda","Bebek Maması & Ek Gıda","bebek-mamasi-ek-gida","active","Anne & Bebek","Bebek Beslenme","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","regulated_review|claim_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-tasima-guvenlik","2","bebek-cocuk","Bebek & Çocuk > Bebek Taşıma & Güvenlik","Bebek Taşıma & Güvenlik","bebek-tasima-guvenlik","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","3","Provisional L2 candidates: Bebek Arabaları & Taşıma | Oto Koltukları & Seyahat Güvenliği | Bebek Güvenlik & Ev İçi Koruma"
"bebek-arabasi","3","bebek-tasima-guvenlik","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Bebek Arabası","Bebek Arabası","bebek-arabasi","active","Anne & Bebek","Bebek Arabaları & Taşıma","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-oto-koltugu-yukseltici","3","bebek-tasima-guvenlik","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Oto Koltuğu & Yükseltici","Oto Koltuğu & Yükseltici","bebek-oto-koltugu-yukseltici","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","safety_critical|compatibility_critical","NO","0","Provisional L2 candidates: Bebek Arabaları & Taşıma | Oto Koltukları & Seyahat Güvenliği | Bebek Güvenlik & Ev İçi Koruma Policy/risk gate remains independent of taxonomy placement."
"ana-kucagi-bebek-tasiyici","3","bebek-tasima-guvenlik","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Ana Kucağı & Bebek Taşıyıcı","Ana Kucağı & Bebek Taşıyıcı","ana-kucagi-bebek-tasiyici","active","Anne & Bebek","Bebek Arabaları & Taşıma","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"park-yatak-seyahat-yatagi","3","bebek-tasima-guvenlik","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Park Yatak & Seyahat Yatağı","Park Yatak & Seyahat Yatağı","park-yatak-seyahat-yatagi","active","Anne & Bebek","Oto Koltukları & Seyahat Güvenliği","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"ev-ici-bebek-guvenligi","3","bebek-tasima-guvenlik","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Ev İçi Bebek Güvenliği","Ev İçi Bebek Güvenliği","ev-ici-bebek-guvenligi","active","Anne & Bebek","Bebek Güvenlik & Ev İçi Koruma","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-odasi-gelisim-gerecleri","2","bebek-cocuk","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri","Bebek Odası & Gelişim Gereçleri","bebek-odasi-gelisim-gerecleri","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","3","Provisional L2 candidates: Bebek Odası & Uyku | Bebek Güvenlik & Ev İçi Koruma | Hamilelik & Lohusalık Ürünleri"
"bebek-besigi-karyolasi","3","bebek-odasi-gelisim-gerecleri","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Bebek Beşiği & Karyolası","Bebek Beşiği & Karyolası","bebek-besigi-karyolasi","active","Anne & Bebek","Bebek Odası & Uyku","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-yatagi-uyku-tekstili","3","bebek-odasi-gelisim-gerecleri","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Bebek Yatağı & Uyku Tekstili","Bebek Yatağı & Uyku Tekstili","bebek-yatagi-uyku-tekstili","active","Anne & Bebek","Bebek Odası & Uyku","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","safety_critical","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
"bebek-odasi-mobilyasi","3","bebek-odasi-gelisim-gerecleri","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Bebek Odası Mobilyası","Bebek Odası Mobilyası","bebek-odasi-mobilyasi","active","Anne & Bebek","Bebek Odası & Uyku","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design."
"lazimlik-tuvalet-egitimi","3","bebek-odasi-gelisim-gerecleri","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Lazımlık & Tuvalet Eğitimi","Lazımlık & Tuvalet Eğitimi","lazimlik-tuvalet-egitimi","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","","NO","0","Provisional L2 candidates: Bebek Odası & Uyku | Bebek Güvenlik & Ev İçi Koruma | Hamilelik & Lohusalık Ürünleri"
"emzik-dis-kasiyici","3","bebek-odasi-gelisim-gerecleri","Bebek & Çocuk > Bebek Odası & Gelişim Gereçleri > Emzik & Diş Kaşıyıcı","Emzik & Diş Kaşıyıcı","emzik-dis-kasiyici","active","Anne & Bebek","","","","PROVISIONAL_PROPOSAL","UNRESOLVED","LOW","YES","age_sensitive|safety_critical","NO","0","Provisional L2 candidates: Bebek Odası & Uyku | Bebek Güvenlik & Ev İçi Koruma | Hamilelik & Lohusalık Ürünleri Policy/risk gate remains independent of taxonomy placement."
"oyuncak-hobi-muzik","1","","Oyuncak, Hobi & Müzik","Oyuncak, Hobi & Müzik","oyuncak-hobi-muzik","active","","","","","CANONICAL_FINAL","SPLIT","HIGH","NO","","YES","2","Canonical successors: Oyuncak & Hobi | Müzik & Enstrüman"
"erken-yas-egitici-oyuncak","2","oyuncak-hobi-muzik","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak","Erken Yaş & Eğitici Oyuncak","erken-yas-egitici-oyuncak","active","Oyuncak & Hobi","","","","PROVISIONAL_PROPOSAL","SPLIT","MEDIUM","YES","","NO","2","Provisional L2 candidates: Bebek & Okul Öncesi Oyuncaklar | Eğitici, Bilim & Keşif Oyuncakları"
"bebek-oyuncagi","3","erken-yas-egitici-oyuncak","Oyuncak, Hobi & Müzik > Erken Yaş & Eğitici Oyuncak > Bebek Oyuncağı","Bebek Oyuncağı","bebek-oyuncagi","active","Oyuncak & Hobi","Bebek & Okul Öncesi Oyuncaklar","","","PROVISIONAL_PROPOSAL","UNRESOLVED","MEDIUM","YES","age_sensitive","NO","0","Provisional target container inferred; exact L3/L4 successor awaits owner-final lower-level design. Policy/risk gate remains independent of taxonomy placement."
