sourceKey,sourceWave,sourceDecisionId,masterRootId,rootState,classification,applyAfter,blocks,autoResolves,professionalRoute,ownerAction,applyTarget,optionSelected
W29-UI-R10,Wave 29,UI-R10,OM-R21,PRODUCT_OWNER_FINAL,DEPENDENT_DECISION,OWNER_DECISION_APPLIED_2026-08-29,OM-R22;OM-R23;OM-R24,motion and icon implementation defaults,NONE,INHERITS_ROOT_FINAL_A,OM-R21 — Kritik Customer ekran yönü,A
W29-UI-R11,Wave 29,UI-R11,OM-R21,PRODUCT_OWNER_FINAL,DEPENDENT_DECISION,OWNER_DECISION_APPLIED_2026-08-29,OM-R22;OM-R23;OM-R24,motion and icon implementation defaults,NONE,INHERITS_ROOT_FINAL_A,OM-R21 — Kritik Customer ekran yönü,A
W29-UI-R12,Wave 29,UI-R12,OM-R21,PRODUCT_OWNER_FINAL,DEFERRED_FUTURE_DECISION,OWNER_DECISION_APPLIED_2026-08-29,OM-R22;OM-R23;OM-R24,motion and icon implementation defaults,NONE,INHERITS_ROOT_FINAL_A,OM-R21 — Kritik Customer ekran yönü,A
W29-UI-R13,Wave 29,UI-R13,OM-R21,PRODUCT_OWNER_FINAL,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OWNER_DECISION_APPLIED_2026-08-29,OM-R22;OM-R23;OM-R24,motion and icon implementation defaults,NONE,INHERITS_ROOT_FINAL_A,OM-R21 — Kritik Customer ekran yönü,A
W29-UI-R14,Wave 29,UI-R14,OM-R11,PRODUCT_OWNER_FINAL,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R13,packaging spike after operating model,NONE,INHERITS_ROOT_FINAL_B,OM-R11 — Minimum Merchant App ve assisted operating model,B
W29-UI-R15,Wave 29,UI-R15,OM-R04,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29,OM-R21;OM-R31,UI-R15 acceptance evidence detail; CI vendor choice,NONE,INHERITS_ROOT_FINAL_A,"OM-R04 — Pilot platformu, exact artifact ve kabul kanıtı",A
W30-MPD-01,Wave 30,MPD-01,OM-R11,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R13,packaging spike after operating model,NONE,INHERITS_ROOT_FINAL_B,OM-R11 — Minimum Merchant App ve assisted operating model,B
W30-MPD-02,Wave 30,MPD-02,OM-R09,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R11;OM-R12;OM-R13,multi-staff/multi-branch trigger after cohort evidence,NONE,INHERITS_ROOT_FINAL_A,"OM-R09 — Merchant organization, authority ve pilot cohort",A
W30-MPD-03,Wave 30,MPD-03,OM-R12,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R12 — Listing truth, freshness ve iletişim",A
W30-MPD-04,Wave 30,MPD-04,OM-R13,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R25;OM-R26;OM-R31,verifier history depth after rollout scope,NONE,INHERITS_ROOT_FINAL_A,"OM-R13 — QR rollout, exact-shop kanıtı ve merchant history",A
W30-MPD-05,Wave 30,MPD-05,OM-R10,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,INHERITS_ROOT_FINAL_A,"OM-R10 — Merchant sector, verification ve policy allowlist",A
W30-MPD-06,Wave 30,MPD-06,OM-R04,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29,OM-R21;OM-R31,UI-R15 acceptance evidence detail; CI vendor choice,NONE,INHERITS_ROOT_FINAL_A,"OM-R04 — Pilot platformu, exact artifact ve kabul kanıtı",A
W30-MPD-07,Wave 30,MPD-07,OM-R09,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R11;OM-R12;OM-R13,multi-staff/multi-branch trigger after cohort evidence,NONE,INHERITS_ROOT_FINAL_A,"OM-R09 — Merchant organization, authority ve pilot cohort",A
W30-MPD-08,Wave 30,MPD-08,OM-R11,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R13,packaging spike after operating model,NONE,INHERITS_ROOT_FINAL_B,OM-R11 — Minimum Merchant App ve assisted operating model,B
W30-MPD-09,Wave 30,MPD-09,OM-R12,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R12 — Listing truth, freshness ve iletişim",A
W30-MPD-10,Wave 30,MPD-10,OM-R12,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R12 — Listing truth, freshness ve iletişim",A
W30-MPD-11,Wave 30,MPD-11,OM-R12,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R12 — Listing truth, freshness ve iletişim",A
W30-MPD-12,Wave 30,MPD-12,OM-R08,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,MASTER_ROOT_OWNER_RESPONSE,OM-R12,NONE,REGULATORY,OWNER_CAN_DECIDE_PROVISIONALLY,"OM-R08 — Catalog intake, ölçü ve medya yayın sınırı",NO
W30-MPD-13,Wave 30,MPD-13,OM-R13,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R25;OM-R26;OM-R31,verifier history depth after rollout scope,NONE,INHERITS_ROOT_FINAL_A,"OM-R13 — QR rollout, exact-shop kanıtı ve merchant history",A
W30-MPD-14,Wave 30,MPD-14,OM-R26,PROPOSED_MASTER_QUEUE,CHILD_OF_EXISTING_ROOT,OM-R25;OM-R13,OM-R27,NONE,KVKK,OWNER_CAN_DECIDE_PROVISIONALLY,OM-R26 — Shop evaluation katkısı ve merchant feed projection,NO
W30-MPD-15,Wave 30,MPD-15,OM-R14,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R14 — Lean Operations, support, staffing ve yetki",A
W30-MPD-16,Wave 30,MPD-16,OM-R11,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R13,packaging spike after operating model,NONE,INHERITS_ROOT_FINAL_B,OM-R11 — Minimum Merchant App ve assisted operating model,B
W30-MPD-17,Wave 30,MPD-17,OM-R10,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R09;OM-R11;OM-R12,regulated expansion stays closed until professional approval,LAWYER;REGULATORY,INHERITS_ROOT_FINAL_A,"OM-R10 — Merchant sector, verification ve policy allowlist",A
W30-MPD-18,Wave 30,MPD-18,OM-R14,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R14 — Lean Operations, support, staffing ve yetki",A
W30-MPD-19,Wave 30,MPD-19,OM-R14,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,NONE,LAWYER,INHERITS_ROOT_FINAL_A,"OM-R14 — Lean Operations, support, staffing ve yetki",A
W30-MPD-20,Wave 30,MPD-20,OM-R09,PRODUCT_OWNER_FINAL,DEFERRED_FUTURE_DECISION,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R11;OM-R12;OM-R13,multi-staff/multi-branch trigger after cohort evidence,NONE,INHERITS_ROOT_FINAL_A,"OM-R09 — Merchant organization, authority ve pilot cohort",A
W30-MPD-21,Wave 30,MPD-21,OM-R09,PRODUCT_OWNER_FINAL,DEFERRED_FUTURE_DECISION,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R11;OM-R12;OM-R13,multi-staff/multi-branch trigger after cohort evidence,NONE,INHERITS_ROOT_FINAL_A,"OM-R09 — Merchant organization, authority ve pilot cohort",A
W30-MPD-22,Wave 30,MPD-22,OM-R15,PRODUCT_OWNER_FINAL,DEFERRED_FUTURE_DECISION,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R31,dashboard shape after KPI set,KVKK,INHERITS_ROOT_FINAL_A,"OM-R15 — Pilot KPI, analytics, monitoring ve privacy sınırı",A
W30-MPD-23,Wave 30,MPD-23,OM-R11,PRODUCT_OWNER_FINAL,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,OM-R13,packaging spike after operating model,NONE,INHERITS_ROOT_FINAL_B,OM-R11 — Minimum Merchant App ve assisted operating model,B
W30-MPD-24,Wave 30,MPD-24,OM-R31,PRODUCT_OWNER_FINAL,CHILD_OF_EXISTING_ROOT,OWNER_DECISION_APPLIED_2026-08-29_BATCH_02,,second-district gate after first-cell evidence,NONE,INHERITS_ROOT_FINAL_A,OM-R31 — Pilot pause ve expansion ölçütleri,A
