"L1","L2","L3","L4","LEAF_YN","NODE_STATE","POLICY_CLASS","PRIMARY_DOMAIN","FACET_NOTES","SYNONYM_NOTES","OWNER_DECISION_REQUIRED","PROFESSIONAL_REVIEW_REQUIRED","SOURCE_NOTES"
"Ev & Yaşam","Mobilya","Depolama Mobilyaları","Raf & Kitaplık","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Depolama Mobilyaları","TV Ünitesi","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Yatak Mobilyaları","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Yatak Mobilyaları","Karyola","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Mobilya","Yatak Mobilyaları","Baza & Başlık","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Yatak & Uyku Ürünleri","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Yatak & Uyku Ürünleri","Yataklar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Yatak & Uyku Ürünleri","Yastıklar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Yatak & Uyku Ürünleri","Yorganlar","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Yatak & Uyku Ürünleri","Yatak Pedi & Alez","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Yatak & Uyku Ürünleri","Uyku Destek Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Yatak Tekstili","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Yatak Tekstili","Nevresim Takımı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Yatak Tekstili","Çarşaf","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Yatak Tekstili","Yatak Örtüsü","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Banyo Tekstili","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Banyo Tekstili","Havlu","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Banyo Tekstili","Bornoz","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Battaniye & Örtü","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Tekstili","Kırlent","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Perde & Pencere Tekstili","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Perde & Pencere Tekstili","Tül Perde","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Perde & Pencere Tekstili","Fon Perde","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Perde & Pencere Tekstili","Stor & Zebra Perde","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Perde & Pencere Tekstili","Karartma Perdesi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Halı, Kilim & Paspas","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Halı, Kilim & Paspas","Halı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Halı, Kilim & Paspas","Kilim","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Halı, Kilim & Paspas","Yolluk","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Halı, Kilim & Paspas","Paspas","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Duvar Dekoru","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Duvar Dekoru","Tablo & Poster","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Duvar Dekoru","Ayna","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Duvar Dekoru","Çerçeve","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Duvar Dekoru","Duvar Saati","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Dekoratif Objeler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Vazo","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Mum & Oda Kokusu","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Dekorasyon & Duvar Aksesuarları","Masaüstü Dekor","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Aydınlatma","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Aydınlatma","Tavan Aydınlatmaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Aydınlatma","Masa Lambaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Aydınlatma","Lambader","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Aydınlatma","Gece Lambaları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Aydınlatma","Standart Ampuller","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","Saklama Kutusu & Sepet","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","Giysi Düzenleyiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","Hurç & Vakumlu Torba","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","Askı & Dolap İçi Düzenleme","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","Çamaşır Sepeti","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Düzenleme & Saklama","Ayakkabı Düzenleyiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Banyo Aksesuarları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Banyo Aksesuarları","Sabunluk & Dispenser","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Banyo Aksesuarları","Duş Perdesi","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Banyo Aksesuarları","Banyo Rafı & Düzenleyici","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Banyo Aksesuarları","Tuvalet Aksesuarları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Banyo Aksesuarları","Bağımsız Banyo Yardımcıları","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","LEGAL_REVIEW_REQUIRED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Yüzey Temizleyiciler","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Çamaşır Temizliği & Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Bulaşık Temizliği & Bakımı","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Temizlik Gereçleri","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Temizlik Gereçleri","Mop & Paspas Aparatı","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Temizlik Gereçleri","Süpürge & Faraş","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Temizlik Gereçleri","Bez, Sünger & Fırça","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Kağıt Ev Ürünleri","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Ev & Yaşam","Ev Temizliği & Çamaşır Bakımı","Çöp Torbası & Ev Tipi Eldiven","","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","NORMAL","Ev & Yaşam","See Ev & Yaşam candidate facet registry; characteristics remain facets","See Ev & Yaşam candidate synonym registry","YES","NO","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","Tencereler","","NO","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","Tencereler","Standart Tencereler","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
"Züccaciye & Mutfak","Tencere, Tava & Pişirme Kapları","Tencereler","Düdüklü Tencereler","YES","CANDIDATE_FOR_PRODUCT_OWNER_FINALIZATION","REGULATED","Züccaciye & Mutfak","See Züccaciye & Mutfak candidate facet registry; characteristics remain facets","See Züccaciye & Mutfak candidate synonym registry","YES","YES","Batch 01 source proposal; finalization candidate; OM-R06=B; OM-R07=B; OM-R10=A"
