"LEGACY_SLUG","LEGACY_NAME","LEGACY_PATH","CANONICAL_PLANNING_KEY","CANONICAL_PATH","ALIAS_TYPE","REDIRECT_BEHAVIOR","SEARCH_SYNONYM_DISTINCTION","SPLIT_AMBIGUITY","MANUAL_REVIEW_REQUIRED","SOURCE_ACTION","NOTES"
"goz-dudak-bakimi","Göz & Dudak Bakımı","Kişisel Bakım & Kozmetik > Cilt Bakımı > Göz & Dudak Bakımı","CANONICAL-000746","Kozmetik & Kişisel Bakım > Cilt Bakımı > Göz & Dudak Çevresi Bakımı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8771; target remains candidate, not owner-final."
"makyaj","Makyaj","Kişisel Bakım & Kozmetik > Makyaj","CANONICAL-000724","Kozmetik & Kişisel Bakım > Makyaj","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Previous provisional L2 bridge now resolves to the exact Wave 32 candidate L2; target is not owner-final."
"ten-makyaji","Ten Makyajı","Kişisel Bakım & Kozmetik > Makyaj > Ten Makyajı","CANONICAL-000726","Kozmetik & Kişisel Bakım > Makyaj > Ten Makyajı > Fondöten","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"goz-makyaji","Göz Makyajı","Kişisel Bakım & Kozmetik > Makyaj > Göz Makyajı","CANONICAL-000733","Kozmetik & Kişisel Bakım > Makyaj > Göz Makyajı > Far","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"dudak-makyaji","Dudak Makyajı","Kişisel Bakım & Kozmetik > Makyaj > Dudak Makyajı","CANONICAL-000737","Kozmetik & Kişisel Bakım > Makyaj > Dudak Makyajı > Dudak Kalemi","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"tirnak-urunu","Tırnak Ürünü","Kişisel Bakım & Kozmetik > Makyaj > Tırnak Ürünü","CANONICAL-000739","Kozmetik & Kişisel Bakım > Makyaj > Tırnak Makyajı","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,5600; target remains candidate, not owner-final."
"makyaj-fircasi-sungeri","Makyaj Fırçası & Süngeri","Kişisel Bakım & Kozmetik > Makyaj > Makyaj Fırçası & Süngeri","CANONICAL-000792","Kozmetik & Kişisel Bakım > Kozmetik & Bakım Aksesuarları > Makyaj Uygulama Aksesuarları","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Product-type accessory successor; material/tool subtype remains below runtime scope."
"sac-bakimi-sekillendirme","Saç Bakımı & Şekillendirme","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme","CANONICAL-000751","Kozmetik & Kişisel Bakım > Saç Bakımı & Şekillendirme","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Previous provisional L2 bridge now resolves to the exact Wave 32 candidate L2; target is not owner-final."
"sampuan","Şampuan","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Şampuan","CANONICAL-000752","Kozmetik & Kişisel Bakım > Saç Bakımı & Şekillendirme > Şampuan","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"sac-kremi-maske","Saç Kremi & Maske","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Kremi & Maske","CANONICAL-000753","Kozmetik & Kişisel Bakım > Saç Bakımı & Şekillendirme > Saç Kremi & Maskesi","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"sac-boyasi-acici","Saç Boyası & Açıcı","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Boyası & Açıcı","CANONICAL-000756","Kozmetik & Kişisel Bakım > Saç Bakımı & Şekillendirme > Saç Boyası & Açıcı","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"sac-sekillendirici-urun","Saç Şekillendirici Ürün","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Şekillendirici Ürün","CANONICAL-000755","Kozmetik & Kişisel Bakım > Saç Bakımı & Şekillendirme > Saç Şekillendirici","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"tarak-firca-sac-gereci","Tarak, Fırça & Saç Gereci","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Tarak, Fırça & Saç Gereci","CANONICAL-000793","Kozmetik & Kişisel Bakım > Kozmetik & Bakım Aksesuarları > Saç Fırçası & Tarak","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Explicit grooming accessory successor."
"sac-kurutma-sekillendirme-cihazi","Saç Kurutma & Şekillendirme Cihazı","Kişisel Bakım & Kozmetik > Saç Bakımı & Şekillendirme > Saç Kurutma & Şekillendirme Cihazı","CANONICAL-000372 || CANONICAL-000373","Beyaz Eşya & Ev Aletleri > Elektrikli Kişisel Bakım Cihazları > Saç Bakım Cihazları > Saç Kurutma Makineleri || Beyaz Eşya & Ev Aletleri > Elektrikli Kişisel Bakım Cihazları > Saç Bakım Cihazları > Saç Düzleştirici & Şekillendiriciler","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"banyo-vucut-hijyen","Banyo, Vücut & Hijyen","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen","CANONICAL-000762 || CANONICAL-000773 || CANONICAL-000779","Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı || Kozmetik & Kişisel Bakım > Ağız & Diş Bakımı || Kozmetik & Kişisel Bakım > Kişisel Hijyen","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"sabun-dus-urunu","Sabun & Duş Ürünü","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Sabun & Duş Ürünü","CANONICAL-000763","Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı > Sabun & Duş Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,9000; target remains candidate, not owner-final."
"deodorant-ter-onleyici","Deodorant & Ter Önleyici","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Deodorant & Ter Önleyici","CANONICAL-000761","Kozmetik & Kişisel Bakım > Parfüm & Deodorant > Deodorant & Terleme Karşıtı","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"vucut-bakimi","Vücut Bakımı","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Vücut Bakımı","CANONICAL-000763 || CANONICAL-000764 || CANONICAL-000765 || CANONICAL-000766 || CANONICAL-000767","Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı > Sabun & Duş Ürünleri || Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı > Vücut Nemlendirici || Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı > Vücut Peelingi || Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı > Banyo Ürünleri || Kozmetik & Kişisel Bakım > Banyo & Vücut Bakımı > Vücut Yağı","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"agiz-bakimi","Ağız Bakımı","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Ağız Bakımı","CANONICAL-000774","Kozmetik & Kişisel Bakım > Ağız & Diş Bakımı > Diş Macunu","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kadin-hijyen-urunu","Kadın Hijyen Ürünü","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Kadın Hijyen Ürünü","CANONICAL-000780","Kozmetik & Kişisel Bakım > Kişisel Hijyen > Menstrüel Hijyen","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Corrects a false incontinence match."
"pamuk-mendil-bakim-sarfi","Pamuk, Mendil & Bakım Sarfı","Kişisel Bakım & Kozmetik > Banyo, Vücut & Hijyen > Pamuk, Mendil & Bakım Sarfı","CANONICAL-000783","Kozmetik & Kişisel Bakım > Kişisel Hijyen > Islak Mendil","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"parfum-tiras-el-ayak-bakimi","Parfüm, Tıraş & El-Ayak Bakımı","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı","CANONICAL-000758 || CANONICAL-000768 || CANONICAL-000785 || CANONICAL-000791","Kozmetik & Kişisel Bakım > Parfüm & Deodorant || Kozmetik & Kişisel Bakım > El, Ayak & Tırnak Bakımı || Kozmetik & Kişisel Bakım > Tıraş, Ağda & Epilasyon || Kozmetik & Kişisel Bakım > Kozmetik & Bakım Aksesuarları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"parfum","Parfüm","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Parfüm","CANONICAL-000759","Kozmetik & Kişisel Bakım > Parfüm & Deodorant > Parfüm","SOURCE_KEY_EQUIVALENCE","DIRECT_BIND_AFTER_ID_ALLOCATION","IDENTITY_BINDING; NOT A SEARCH SYNONYM","NO","YES","KEEP","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"kolonya-vucut-spreyi","Kolonya & Vücut Spreyi","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Kolonya & Vücut Spreyi","CANONICAL-000760","Kozmetik & Kişisel Bakım > Parfüm & Deodorant > Vücut Spreyi & Kolonya","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"tiras-urunu","Tıraş Ürünü","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Tıraş Ürünü","CANONICAL-000786 || CANONICAL-000787","Kozmetik & Kişisel Bakım > Tıraş, Ağda & Epilasyon > Manuel Tıraş Bıçağı & Yedekleri || Kozmetik & Kişisel Bakım > Tıraş, Ağda & Epilasyon > Tıraş Hazırlık & Bakım Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"agda-tuy-alma-urunu","Ağda & Tüy Alma Ürünü","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Ağda & Tüy Alma Ürünü","CANONICAL-000788 || CANONICAL-000789","Kozmetik & Kişisel Bakım > Tıraş, Ağda & Epilasyon > Ağda Ürünleri || Kozmetik & Kişisel Bakım > Tıraş, Ağda & Epilasyon > Tüy Dökücü Ürünler","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"manikur-pedikur-gereci","Manikür & Pedikür Gereci","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Manikür & Pedikür Gereci","CANONICAL-000772","Kozmetik & Kişisel Bakım > El, Ayak & Tırnak Bakımı > Manikür & Pedikür Bakım Ürünleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,7267; target remains candidate, not owner-final."
"tiras-epilasyon-cihazi","Tıraş & Epilasyon Cihazı","Kişisel Bakım & Kozmetik > Parfüm, Tıraş & El-Ayak Bakımı > Tıraş & Epilasyon Cihazı","CANONICAL-000375 || CANONICAL-000377","Beyaz Eşya & Ev Aletleri > Elektrikli Kişisel Bakım Cihazları > Tıraş & Saç Kesme Cihazları > Tıraş Makineleri || Beyaz Eşya & Ev Aletleri > Elektrikli Kişisel Bakım Cihazları > Epilasyon Cihazları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"bebek-cocuk","Bebek & Çocuk","Bebek & Çocuk","CANONICAL-000797","Anne & Bebek","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","NO","RENAME",""
"bebek-bezi-bakim","Bebek Bezi & Bakım","Bebek & Çocuk > Bebek Bezi & Bakım","CANONICAL-000819 || CANONICAL-000828","Anne & Bebek > Bebek Bezi & Alt Bakım || Anne & Bebek > Bebek Banyo, Bakım & Hijyen","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"bebek-bezi","Bebek Bezi","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Bezi","CANONICAL-000821 || CANONICAL-000822 || CANONICAL-000823","Anne & Bebek > Bebek Bezi & Alt Bakım > Bebek Bezleri > Tek Kullanımlık Bebek Bezleri || Anne & Bebek > Bebek Bezi & Alt Bakım > Bebek Bezleri > Yıkanabilir Bebek Bezleri || Anne & Bebek > Bebek Bezi & Alt Bakım > Bebek Bezleri > Yüzme Bezleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"bebek-islak-mendili","Bebek Islak Mendili","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Islak Mendili","CANONICAL-000825","Anne & Bebek > Bebek Bezi & Alt Bakım > Bebek Islak Mendil & Temizleme Ürünleri","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Wave 32 candidate semantic match; score=0,8771; target remains candidate, not owner-final."
"bebek-cilt-bakimi","Bebek Cilt Bakımı","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Cilt Bakımı","CANONICAL-000827","Anne & Bebek > Bebek Bezi & Alt Bakım > Alt Bakım Koruma Ürünleri","LEGACY_NAME_SLUG_PATH_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME_AND_MOVE","Candidate only covers non-medical diaper-area protection; broader cosmetics require item review."
"bebek-banyo-urunu","Bebek Banyo Ürünü","Bebek & Çocuk > Bebek Bezi & Bakım > Bebek Banyo Ürünü","CANONICAL-000829 || CANONICAL-000830 || CANONICAL-000831 || CANONICAL-000833","Anne & Bebek > Bebek Banyo, Bakım & Hijyen > Bebek Küveti & Banyo Destekleri || Anne & Bebek > Bebek Banyo, Bakım & Hijyen > Bebek Havlusu & Banyo Tekstili || Anne & Bebek > Bebek Banyo, Bakım & Hijyen > Bebek Bakım Setleri || Anne & Bebek > Bebek Banyo, Bakım & Hijyen > Bebek Hijyen Aksesuarları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"alt-degistirme-bakim-gereci","Alt Değiştirme & Bakım Gereci","Bebek & Çocuk > Bebek Bezi & Bakım > Alt Değiştirme & Bakım Gereci","CANONICAL-000831","Anne & Bebek > Bebek Banyo, Bakım & Hijyen > Bebek Bakım Setleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=0,8600; target remains candidate, not owner-final."
"bebek-beslenme","Bebek Beslenme","Bebek & Çocuk > Bebek Beslenme","CANONICAL-000798 || CANONICAL-000811","Anne & Bebek > Bebek Beslenme || Anne & Bebek > Emzirme & Anne Sütü Ürünleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"biberon-biberon-aksesuari","Biberon & Biberon Aksesuarı","Bebek & Çocuk > Bebek Beslenme > Biberon & Biberon Aksesuarı","CANONICAL-000805 || CANONICAL-000806 || CANONICAL-000807","Anne & Bebek > Bebek Beslenme > Biberon & Aksesuarları > Biberonlar || Anne & Bebek > Bebek Beslenme > Biberon & Aksesuarları > Biberon Emzikleri || Anne & Bebek > Bebek Beslenme > Biberon & Aksesuarları > Biberon Temizleme & Hazırlama Aksesuarları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"mama-sandalyesi","Mama Sandalyesi","Bebek & Çocuk > Bebek Beslenme > Mama Sandalyesi","CANONICAL-000810","Anne & Bebek > Bebek Beslenme > Mama Sandalyeleri","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"bebek-tabak-kasik-suluk","Bebek Tabak, Kaşık & Suluk","Bebek & Çocuk > Bebek Beslenme > Bebek Tabak, Kaşık & Suluk","CANONICAL-000809","Anne & Bebek > Bebek Beslenme > Bebek Sofra Ürünleri & Alıştırma Bardakları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Explicit feeding-product aggregate."
"gogus-pompasi-emzirme-urunu","Göğüs Pompası & Emzirme Ürünü","Bebek & Çocuk > Bebek Beslenme > Göğüs Pompası & Emzirme Ürünü","CANONICAL-000814 || CANONICAL-000813","Anne & Bebek > Emzirme & Anne Sütü Ürünleri > Göğüs Pompaları > Elektrikli Göğüs Pompaları || Anne & Bebek > Emzirme & Anne Sütü Ürünleri > Göğüs Pompaları > Manuel Göğüs Pompaları","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"bebek-mamasi-ek-gida","Bebek Maması & Ek Gıda","Bebek & Çocuk > Bebek Beslenme > Bebek Maması & Ek Gıda","CANONICAL-000802 || CANONICAL-000810","Anne & Bebek > Bebek Beslenme > Bebek Formülü & Yaşa Özgü Gıdalar > Bebek Tahıl & Ek Gıdaları || Anne & Bebek > Bebek Beslenme > Mama Sandalyeleri","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined concept has multiple near-equal Wave 32 candidate successors; no arbitrary single successor selected."
"bebek-tasima-guvenlik","Bebek Taşıma & Güvenlik","Bebek & Çocuk > Bebek Taşıma & Güvenlik","CANONICAL-000834 || CANONICAL-000842 || CANONICAL-000855","Anne & Bebek > Bebek Arabaları & Taşıma || Anne & Bebek > Oto Koltukları & Seyahat Güvenliği || Anne & Bebek > Bebek Güvenlik & Ev İçi Koruma","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy umbrella spans multiple exact Wave 32 candidate L2 successors; product-level split rule remains required."
"bebek-arabasi","Bebek Arabası","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Bebek Arabası","CANONICAL-000841","Anne & Bebek > Bebek Arabaları & Taşıma > Bebek Arabası Aksesuarları","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Wave 32 candidate semantic match; score=1,0000; target remains candidate, not owner-final."
"bebek-oto-koltugu-yukseltici","Oto Koltuğu & Yükseltici","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Oto Koltuğu & Yükseltici","CANONICAL-000843 || CANONICAL-000844","Anne & Bebek > Oto Koltukları & Seyahat Güvenliği > Bebek & Çocuk Oto Koltukları || Anne & Bebek > Oto Koltukları & Seyahat Güvenliği > Yükseltici Koltuklar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"ana-kucagi-bebek-tasiyici","Ana Kucağı & Bebek Taşıyıcı","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Ana Kucağı & Bebek Taşıyıcı","CANONICAL-000839 || CANONICAL-000840","Anne & Bebek > Bebek Arabaları & Taşıma > Puset & Portbebeler || Anne & Bebek > Bebek Arabaları & Taşıma > Kanguru, Sling & Taşıyıcılar","AMBIGUOUS_SPLIT_ALIAS","NO_BLIND_REDIRECT — PRODUCT_LEVEL_RULE_OR_MANUAL_REVIEW","NOT A SEARCH SYNONYM UNTIL DISAMBIGUATED","YES","YES","SPLIT","Legacy combined identity spans multiple explicit Wave 32 candidate successors; product-level split rule is required."
"park-yatak-seyahat-yatagi","Park Yatak & Seyahat Yatağı","Bebek & Çocuk > Bebek Taşıma & Güvenlik > Park Yatak & Seyahat Yatağı","CANONICAL-000851","Anne & Bebek > Bebek Odası & Uyku > Park Yataklar","LEGACY_NAME_AND_SLUG_ALIAS","PERMANENT_REDIRECT_AFTER_ID_ALLOCATION","IDENTITY REDIRECT; USE AS SEARCH SYNONYM ONLY IF SEMANTICALLY EQUIVALENT","NO","YES","RENAME","Travel use is a facet of the park-bed candidate."
