"TERM_ID","TERM","TERM_TYPE","EXPECTED_L1","EXPECTED_L2","CANONICAL_NODE_STATE","AMBIGUOUS","ALTERNATIVE_DOMAIN","NOTES"
"TERM-000665","burun aspiratörü","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Banyo, Bakım & Hijyen","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000666","Bebek Arabaları & Taşıma","CANONICAL_CATEGORY_NAME","Anne & Bebek","Bebek Arabaları & Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000667","bebek arabası","SEARCH_SYNONYM","Anne & Bebek","Bebek Arabaları & Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000668","puset","SEARCH_SYNONYM","Anne & Bebek","Bebek Arabaları & Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000669","portbebe","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Arabaları & Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000670","kanguru","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Arabaları & Taşıma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000671","Oto Koltukları & Seyahat Güvenliği","CANONICAL_CATEGORY_NAME","Anne & Bebek","Oto Koltukları & Seyahat Güvenliği","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000672","çocuk koltuğu","SEARCH_SYNONYM","Anne & Bebek","Oto Koltukları & Seyahat Güvenliği","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000673","araba koltuğu","SEARCH_SYNONYM","Anne & Bebek","Oto Koltukları & Seyahat Güvenliği","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000674","booster","ENGLISH_LOANWORD","Anne & Bebek","Oto Koltukları & Seyahat Güvenliği","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000675","yükseltici","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Oto Koltukları & Seyahat Güvenliği","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000676","Bebek Odası & Uyku","CANONICAL_CATEGORY_NAME","Anne & Bebek","Bebek Odası & Uyku","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000677","beşik","SEARCH_SYNONYM","Anne & Bebek","Bebek Odası & Uyku","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000678","park yatak","SEARCH_SYNONYM","Anne & Bebek","Bebek Odası & Uyku","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000679","karyola","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Odası & Uyku","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000680","anne yanı yatak","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Odası & Uyku","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000681","Bebek Güvenlik & Ev İçi Koruma","CANONICAL_CATEGORY_NAME","Anne & Bebek","Bebek Güvenlik & Ev İçi Koruma","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000682","güvenlik kapısı","SEARCH_SYNONYM","Anne & Bebek","Bebek Güvenlik & Ev İçi Koruma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000683","priz koruyucu","SEARCH_SYNONYM","Anne & Bebek","Bebek Güvenlik & Ev İçi Koruma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000684","dolap kilidi","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Güvenlik & Ev İçi Koruma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000685","köşe koruyucu","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Bebek Güvenlik & Ev İçi Koruma","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000686","Hamilelik & Lohusalık Ürünleri","CANONICAL_CATEGORY_NAME","Anne & Bebek","Hamilelik & Lohusalık Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000687","hamile yastığı","SEARCH_SYNONYM","Anne & Bebek","Hamilelik & Lohusalık Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000688","lohusa pedi","SEARCH_SYNONYM","Anne & Bebek","Hamilelik & Lohusalık Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000689","doğum sonrası destek","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Hamilelik & Lohusalık Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000690","Hamilelik","COLLOQUIAL_TURKISH_TERM","Anne & Bebek","Hamilelik & Lohusalık Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000691","Bebek & Okul Öncesi Oyuncaklar","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Bebek & Okul Öncesi Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000692","çıngırak","SEARCH_SYNONYM","Oyuncak & Hobi","Bebek & Okul Öncesi Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000693","aktivite oyuncağı","SEARCH_SYNONYM","Oyuncak & Hobi","Bebek & Okul Öncesi Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000694","duyusal oyuncak","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Bebek & Okul Öncesi Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000695","okul öncesi","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Bebek & Okul Öncesi Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000696","Eğitici, Bilim & Keşif Oyuncakları","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Eğitici, Bilim & Keşif Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000697","STEM","COMMON_ABBREVIATION","Oyuncak & Hobi","Eğitici, Bilim & Keşif Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000698","deney seti","SEARCH_SYNONYM","Oyuncak & Hobi","Eğitici, Bilim & Keşif Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000699","kodlama oyuncağı","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Eğitici, Bilim & Keşif Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000700","bilim kiti","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Eğitici, Bilim & Keşif Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000701","Figür, Bebek & Rol Oyunları","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Figür, Bebek & Rol Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000702","aksiyon figürü","SEARCH_SYNONYM","Oyuncak & Hobi","Figür, Bebek & Rol Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000703","oyuncak bebek","SEARCH_SYNONYM","Oyuncak & Hobi","Figür, Bebek & Rol Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000704","evcilik","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Figür, Bebek & Rol Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000705","pretend play","ENGLISH_LOANWORD","Oyuncak & Hobi","Figür, Bebek & Rol Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000706","Yapı & İnşa Oyuncakları","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Yapı & İnşa Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000707","blok","SEARCH_SYNONYM","Oyuncak & Hobi","Yapı & İnşa Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000708","lego tipi","SEARCH_SYNONYM","Oyuncak & Hobi","Yapı & İnşa Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000709","manyetik yapı","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Yapı & İnşa Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000710","inşa seti","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Yapı & İnşa Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000711","Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000712","oyuncak araba","SEARCH_SYNONYM","Oyuncak & Hobi","Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000713","kumandalı araba","SEARCH_SYNONYM","Oyuncak & Hobi","Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000714","RC","COMMON_ABBREVIATION","Oyuncak & Hobi","Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000715","oyuncak drone","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Oyuncak Araçlar & Uzaktan Kumandalı Oyuncaklar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000716","Kutu Oyunları & Oyun Takımları","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Kutu Oyunları & Oyun Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000717","board game","ENGLISH_LOANWORD","Oyuncak & Hobi","Kutu Oyunları & Oyun Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000718","aile oyunu","SEARCH_SYNONYM","Oyuncak & Hobi","Kutu Oyunları & Oyun Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000719","strateji oyunu","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Kutu Oyunları & Oyun Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000720","satranç","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Kutu Oyunları & Oyun Takımları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000721","Puzzle & Zeka Oyunları","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Puzzle & Zeka Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000722","yapboz","SEARCH_SYNONYM","Oyuncak & Hobi","Puzzle & Zeka Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000723","puzzle","SEARCH_SYNONYM","Oyuncak & Hobi","Puzzle & Zeka Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000724","zeka küpü","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Puzzle & Zeka Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000725","mekanik bulmaca","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Puzzle & Zeka Oyunları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000726","Model, Maket & Minyatür","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Model, Maket & Minyatür","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000727","maket","SEARCH_SYNONYM","Oyuncak & Hobi","Model, Maket & Minyatür","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000728","model kit","SEARCH_SYNONYM","Oyuncak & Hobi","Model, Maket & Minyatür","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000729","diorama","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Model, Maket & Minyatür","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000730","minyatür","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Model, Maket & Minyatür","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000731","Koleksiyon Ürünleri","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Koleksiyon Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000732","collectible","ENGLISH_LOANWORD","Oyuncak & Hobi","Koleksiyon Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000733","koleksiyon figürü","SEARCH_SYNONYM","Oyuncak & Hobi","Koleksiyon Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000734","kart serisi","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Koleksiyon Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000735","Koleksiyon Ürün","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Koleksiyon Ürünleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000736","Sanat, El İşi & Hobi Kitleri","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Sanat, El İşi & Hobi Kitleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000737","craft kit","ENGLISH_LOANWORD","Oyuncak & Hobi","Sanat, El İşi & Hobi Kitleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000738","DIY set","SEARCH_SYNONYM","Oyuncak & Hobi","Sanat, El İşi & Hobi Kitleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000739","takı yapım","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Sanat, El İşi & Hobi Kitleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000740","boyama seti","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Sanat, El İşi & Hobi Kitleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000741","Açık Hava & Aktivite Oyuncakları","CANONICAL_CATEGORY_NAME","Oyuncak & Hobi","Açık Hava & Aktivite Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000742","bahçe oyuncağı","SEARCH_SYNONYM","Oyuncak & Hobi","Açık Hava & Aktivite Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000743","açık hava oyuncağı","SEARCH_SYNONYM","Oyuncak & Hobi","Açık Hava & Aktivite Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000744","çocuk aktivite oyuncağı","COLLOQUIAL_TURKISH_TERM","Oyuncak & Hobi","Açık Hava & Aktivite Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000745","outdoor toy","ENGLISH_LOANWORD","Oyuncak & Hobi","Açık Hava & Aktivite Oyuncakları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000746","Gitar & Bas","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Gitar & Bas","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000747","klasik gitar","SEARCH_SYNONYM","Müzik & Enstrüman","Gitar & Bas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000748","akustik gitar","SEARCH_SYNONYM","Müzik & Enstrüman","Gitar & Bas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000749","elektro gitar","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Gitar & Bas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000750","bas gitar","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Gitar & Bas","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000751","Piyano, Org & Klavyeli Çalgılar","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Piyano, Org & Klavyeli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000752","piyano","SEARCH_SYNONYM","Müzik & Enstrüman","Piyano, Org & Klavyeli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000753","dijital piyano","SEARCH_SYNONYM","Müzik & Enstrüman","Piyano, Org & Klavyeli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000754","org","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Piyano, Org & Klavyeli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000755","keyboard","ENGLISH_LOANWORD","Müzik & Enstrüman","Piyano, Org & Klavyeli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000756","Telli & Yaylı Çalgılar","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Telli & Yaylı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000757","keman","SEARCH_SYNONYM","Müzik & Enstrüman","Telli & Yaylı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000758","viyola","SEARCH_SYNONYM","Müzik & Enstrüman","Telli & Yaylı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000759","çello","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Telli & Yaylı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000760","arp","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Telli & Yaylı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000761","Nefesli Çalgılar","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Nefesli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000762","flüt","SEARCH_SYNONYM","Müzik & Enstrüman","Nefesli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000763","klarnet","SEARCH_SYNONYM","Müzik & Enstrüman","Nefesli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000764","saksafon","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Nefesli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000765","trompet","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Nefesli Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000766","Vurmalı Çalgılar","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Vurmalı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000767","bateri","SEARCH_SYNONYM","Müzik & Enstrüman","Vurmalı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000768","davul","SEARCH_SYNONYM","Müzik & Enstrüman","Vurmalı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000769","cajon","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Vurmalı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000770","perküsyon","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Vurmalı Çalgılar","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000771","Geleneksel Türk Müziği Enstrümanları","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Geleneksel Türk Müziği Enstrümanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000772","bağlama","SEARCH_SYNONYM","Müzik & Enstrüman","Geleneksel Türk Müziği Enstrümanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000773","saz","SEARCH_SYNONYM","Müzik & Enstrüman","Geleneksel Türk Müziği Enstrümanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000774","ud","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Geleneksel Türk Müziği Enstrümanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000775","kanun","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Geleneksel Türk Müziği Enstrümanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000776","Elektronik Müzik & DJ Ekipmanları","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Elektronik Müzik & DJ Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000777","synth","ENGLISH_LOANWORD","Müzik & Enstrüman","Elektronik Müzik & DJ Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000778","synthesizer","ENGLISH_LOANWORD","Müzik & Enstrüman","Elektronik Müzik & DJ Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000779","sampler","ENGLISH_LOANWORD","Müzik & Enstrüman","Elektronik Müzik & DJ Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000780","groovebox","ENGLISH_LOANWORD","Müzik & Enstrüman","Elektronik Müzik & DJ Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000781","Stüdyo, Kayıt & Canlı Ses Ekipmanları","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Stüdyo, Kayıt & Canlı Ses Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000782","ses kartı","SEARCH_SYNONYM","Müzik & Enstrüman","Stüdyo, Kayıt & Canlı Ses Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000783","audio interface","ENGLISH_LOANWORD","Müzik & Enstrüman","Stüdyo, Kayıt & Canlı Ses Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000784","stüdyo mikrofonu","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Stüdyo, Kayıt & Canlı Ses Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000785","monitör","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Stüdyo, Kayıt & Canlı Ses Ekipmanları","PROPOSED_FOR_OWNER_REVIEW","YES","Bilgisayar ekranı / stüdyo hoparlörü / sağlık cihazı","Controlled discovery term; does not change taxonomy ownership."
"TERM-000786","Enstrüman Amfi & Efektleri","CANONICAL_CATEGORY_NAME","Müzik & Enstrüman","Enstrüman Amfi & Efektleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Canonical display name; node state is preserved."
"TERM-000787","gitar amfisi","SEARCH_SYNONYM","Müzik & Enstrüman","Enstrüman Amfi & Efektleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000788","bas amfisi","SEARCH_SYNONYM","Müzik & Enstrüman","Enstrüman Amfi & Efektleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
"TERM-000789","pedal","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Enstrüman Amfi & Efektleri","PROPOSED_FOR_OWNER_REVIEW","YES","Müzik / bisiklet / otomotiv","Controlled discovery term; does not change taxonomy ownership."
"TERM-000790","multi efekt","COLLOQUIAL_TURKISH_TERM","Müzik & Enstrüman","Enstrüman Amfi & Efektleri","PROPOSED_FOR_OWNER_REVIEW","NO","","Controlled discovery term; does not change taxonomy ownership."
