sourceKey,sourceWave,sourceBranch,sourceHead,sourceDocument,sourceDecisionId,question,priority,classification,masterRootId,masterRootTitle,ownerTiming,professionalRoute,notes
W26-PD-040,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-040,Which business/operational pause thresholds apply?,P0,NEW_ROOT,OM-R31,Pilot pause ve expansion ölçütleri,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-041,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-041,What proves readiness to expand within Esenler?,P0,DEPENDENT_DECISION,OM-R31,Pilot pause ve expansion ölçütleri,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-042,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-042,What proves readiness for a second district?,P1,DEPENDENT_DECISION,OM-R31,Pilot pause ve expansion ölçütleri,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-043,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-043,Is Android reach bias acceptable for the first cohort?,P0,DEPENDENT_DECISION,OM-R04,"Pilot platformu, exact artifact ve kabul kanıtı",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-044,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-044,What launch window/cadence and freeze period are acceptable?,P1,DEPENDENT_DECISION,OM-R03,"Rollout, cohort ve dağıtım sırası",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W26-PD-045,Wave 26,origin/agent3/w26-esenler-commercial-pilot-foundation,aaccff79561c7f10eed9038add590d9ea5d993f9,docs/PILOT_OWNER_DECISION_INVENTORY.md,PD-045,"Which dimension may expand first: cell, merchants, domains, cohort or channel?",P1,DEPENDENT_DECISION,OM-R31,Pilot pause ve expansion ölçütleri,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W28-OD-01,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-01,Which pilot phase launches?,P0,NEW_ROOT,OM-R25,"Tek değerlendirme akışı, faz ve soru seti",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-02,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-02,Three or four questions?,P1,DEPENDENT_DECISION,OM-R25,"Tek değerlendirme akışı, faz ve soru seti",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-03,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-03,Which dimensions launch?,P1,DEPENDENT_DECISION,OM-R25,"Tek değerlendirme akışı, faz ve soru seti",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-04,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-04,Which response scale?,P2,DEPENDENT_DECISION,OM-R25,"Tek değerlendirme akışı, faz ve soru seti",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-05,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-05,Are skip/N/A independent per question?,P1,DEPENDENT_DECISION,OM-R25,"Tek değerlendirme akışı, faz ve soru seti",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-06,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-06,Is shop evaluation per purchase or lifetime?,P0,NEW_ROOT,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-07,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-07,What repeat-customer cap/window applies?,P0,DEPENDENT_DECISION,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-08,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-08,Can Shop B be evaluated after same product at Shop A?,P0,DEPENDENT_DECISION,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-09,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-09,Which shop owns product-review feed projection?,P0,DEPENDENT_DECISION,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-10,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-10,Are structured values shown per feed item?,P1,DEPENDENT_DECISION,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W28-OD-11,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-11,Is reputation shop or organization scoped?,P0,DEPENDENT_DECISION,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W28-OD-12,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-12,Is organization roll-up launched?,P1,DEPENDENT_DECISION,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W28-OD-13,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-13,Which aggregation model leads?,P0,NEW_ROOT,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-14,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-14,How is a Bayesian prior scoped?,P1,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-15,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-15,What minimum sample applies?,P0,DEPENDENT_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-16,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-16,How is confidence communicated?,P1,DEPENDENT_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-17,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-17,What recency model applies?,P1,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-18,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-18,What happens on ownership transfer?,P0,DEPENDENT_DECISION,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W28-OD-19,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-19,Which primary badges exist?,P1,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-20,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-20,Are candidate badge names acceptable?,P2,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-21,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-21,Is there an AT_RISK grace period?,P1,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-22,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-22,How do composites qualify?,P1,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-23,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-23,When may meta badges launch?,P0,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-24,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-24,Which Mahallenin Yıldızı model applies?,P0,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-25,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-25,How is neighborhood/region defined?,P0,DEFERRED_FUTURE_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-26,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-26,How do fraud signals affect badges?,P0,DEPENDENT_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-27,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-27,What appeal/reversal contract applies?,P0,DEPENDENT_DECISION,OM-R28,"Reputation algoritması, composite ve Mahallenin Yıldızı",DEFERRED_POST_PILOT,LAWYER;KVKK;TECHNICAL_ARCHITECT,Semantic mapping; no option selected
W28-OD-28,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-28,Is a public merchant star shown?,P1,DEFERRED_FUTURE_DECISION,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W28-OD-29,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-29,What notice/retention/deletion rules apply?,P0,PROFESSIONAL_REVIEW_ONLY,OM-R18,"Terms, privacy, hesap yaşam döngüsü ve disclosure",OWNER_SHOULD_WAIT_FOR_LAWYER,LAWYER;KVKK,Semantic mapping; no option selected
W28-OD-30,Wave 28,origin/agent2/w28-unified-review-reputation-algorithm-foundation,4404ac338d145662b7751704c2d6df9c679d31f4,docs/REVIEW_ALGO_OWNER_DECISION_INVENTORY.md,OD-30,Do badges influence organic search/comparison?,P1,DEFERRED_FUTURE_DECISION,OM-R27,Public reputation kapsamı ve badge yayın zamanı,DEFERRED_POST_PILOT,LAWYER;KVKK,Semantic mapping; no option selected
W29-UI-R01,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R01,"Ana aksiyon rengi teal/yeşil mi, terracotta mı olmalı?",P0,NEW_ROOT,OM-R19,Customer UI palette rolleri,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R02,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R02,"Pilot dark mode olmadan, tutarlı light mode ile çıkabilir mi?",P0,NEW_ROOT,OM-R20,Pilot light/dark mode kapsamı,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R03,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R03,"Home, listeleme ve ürün/satıcı yönü C1 kontrolleriyle onaylanabilir mi?",P0,NEW_ROOT,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R04,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R04,Shop Details ekranında hangi aksiyon en güçlü görünmeli?,P0,NEW_ROOT,OM-R22,Shop Details ana CTA hiyerarşisi,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R05,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R05,Cart V2 müşteriye hangi ürün anlamıyla sunulmalı?,P0,NEW_ROOT,OM-R23,Cart V2 ürün anlamı,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R06,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R06,Korunan aksiyon isteyen misafire giriş gereksinimi nasıl anlatılmalı?,P0,CHILD_OF_EXISTING_ROOT,OM-R05,"Customer erişimi, konum, yerel geçmiş ve AuthGuard",OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W29-UI-R07,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R07,390 px ekranda ürün ve kategori kartları ne kadar yoğun olmalı?,P0,NEW_ROOT,OM-R24,Customer kart yoğunluğu,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R08,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R08,Eksik ürün görselleri ve ikonlar hangi görsel dili kullanmalı?,P1,DEPENDENT_DECISION,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R09,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R09,Pilot UI ne kadar animasyonlu olmalı?,P2,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R10,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R10,Uygulamanın müşteriye konuşma tonu nasıl olmalı?,P1,DEPENDENT_DECISION,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R11,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R11,Doğrulanmış alışveriş ve henüz aktif olmayan özellikler nasıl gösterilmeli?,P1,DEPENDENT_DECISION,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R12,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R12,Kritik ekranlar tamamlandıktan sonra hangi görsel işler bekleyebilir?,P0,DEFERRED_FUTURE_DECISION,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R13,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R13,Pilot için özel tablet ekranları gerekli mi?,P2,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OM-R21,Kritik Customer ekran yönü,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R14,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R14,K'pasa referansı ve Customer/Merchant ortaklığı ne kadar ileri gitmeli?,P2,IMPLEMENTATION_DETAIL_NOT_OWNER_DECISION,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W29-UI-R15,Wave 29,origin/agent3/w29-customer-ui-owner-fast-review,9a708f6e8cfcbad2876a967802525fbedda53dcc,docs/UI_MOBILE_OWNER_REVIEW.md,UI-R15,UI'nin final kabul edilmesi için hangi kanıt zorunlu olmalı?,P0,CHILD_OF_EXISTING_ROOT,OM-R04,"Pilot platformu, exact artifact ve kabul kanıtı",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-01,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-01,Pilot operating model?,P0,CHILD_OF_EXISTING_ROOT,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-02,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-02,Initial cohort shape?,P0,CHILD_OF_EXISTING_ROOT,OM-R09,"Merchant organization, authority ve pilot cohort",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-03,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-03,Must merchant self-service listing truth?,P0,CHILD_OF_EXISTING_ROOT,OM-R12,"Listing truth, freshness ve iletişim",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W30-MPD-04,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-04,QR launch scope?,P0,CHILD_OF_EXISTING_ROOT,OM-R13,"QR rollout, exact-shop kanıtı ve merchant history",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-05,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-05,Regulated domains?,P0,CHILD_OF_EXISTING_ROOT,OM-R10,"Merchant sector, verification ve policy allowlist",OWNER_CAN_DECIDE_PROVISIONALLY,LAWYER;REGULATORY,Semantic mapping; no option selected
W30-MPD-06,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-06,Production release authority?,P0,CHILD_OF_EXISTING_ROOT,OM-R04,"Pilot platformu, exact artifact ve kabul kanıtı",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-07,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-07,Single-owner duration?,P1,CHILD_OF_EXISTING_ROOT,OM-R09,"Merchant organization, authority ve pilot cohort",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-08,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-08,Assisted onboarding limit?,P1,CHILD_OF_EXISTING_ROOT,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-09,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-09,Shop profile edits?,P1,CHILD_OF_EXISTING_ROOT,OM-R12,"Listing truth, freshness ve iletişim",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W30-MPD-10,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-10,Freshness policy?,P1,CHILD_OF_EXISTING_ROOT,OM-R12,"Listing truth, freshness ve iletişim",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W30-MPD-11,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-11,Availability model?,P1,CHILD_OF_EXISTING_ROOT,OM-R12,"Listing truth, freshness ve iletişim",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W30-MPD-12,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-12,Candidate intake?,P1,CHILD_OF_EXISTING_ROOT,OM-R08,"Catalog intake, ölçü ve medya yayın sınırı",OWNER_CAN_DECIDE_PROVISIONALLY,REGULATORY,Semantic mapping; no option selected
W30-MPD-13,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-13,QR history depth?,P1,CHILD_OF_EXISTING_ROOT,OM-R13,"QR rollout, exact-shop kanıtı ve merchant history",OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
W30-MPD-14,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-14,Review capability?,P1,CHILD_OF_EXISTING_ROOT,OM-R26,Shop evaluation katkısı ve merchant feed projection,OWNER_CAN_DECIDE_PROVISIONALLY,KVKK,Semantic mapping; no option selected
W30-MPD-15,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-15,Critical notifications?,P1,CHILD_OF_EXISTING_ROOT,OM-R14,"Lean Operations, support, staffing ve yetki",OWNER_CAN_DECIDE_NOW,LAWYER,Semantic mapping; no option selected
W30-MPD-16,Wave 30,origin/agent2/w30-minimum-merchant-pilot-surface,a7532adbdab068fc262054c90dc7c1bf4d8b1d32,docs/MERCHANT_PILOT_OWNER_DECISIONS.md,MPD-16,Android-only merchant pilot?,P1,CHILD_OF_EXISTING_ROOT,OM-R11,Minimum Merchant App ve assisted operating model,OWNER_CAN_DECIDE_NOW,NONE,Semantic mapping; no option selected
